target_id,sample19_TCS_C,sample26_TC_T,sample27_TCS_T,sample45_TC_C,sample52_TCS_T,sample62_TCS_C,sample87_TCS_T
TRINITY_DN6473_c0_g2_i1,0,0,0.310524,0,0,0,0
TRINITY_DN6473_c0_g3_i1,0,0,4.68948,0,0,7,0
TRINITY_DN6473_c0_g3_i2,0,0,0,0,0,0,0
TRINITY_DN6404_c0_g1_i1,0,45.747,0,0,0,12.4065,0
TRINITY_DN6404_c0_g1_i2,0,2.25301,5,8,0,7.59345,0
TRINITY_DN6449_c0_g1_i1,0,0,1.33706,33.1289,0,0,0
TRINITY_DN6449_c0_g1_i2,0,7,36.6629,47.8711,0,215.207,0
TRINITY_DN6449_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN6449_c0_g1_i4,0,2.84E-07,7.12495e-07,0,0,0,0
TRINITY_DN6449_c0_g1_i5,0,2.07E-07,0,0,0,18.7934,0
TRINITY_DN6449_c0_g1_i6,0,1.50E-07,0,0,0,0,0
TRINITY_DN6449_c0_g1_i7,0,1.50E-07,0,0,0,0,0
TRINITY_DN6449_c0_g1_i8,0,0,0,0,0,0,0
TRINITY_DN6400_c0_g1_i1,0,0,19.6372,0,0,131.1,0
TRINITY_DN6400_c0_g1_i2,0,0,0,0,0,17.995,0
TRINITY_DN6400_c0_g1_i3,0,0,22.7341,0,0,148.633,0
TRINITY_DN6400_c0_g1_i4,0,0,1.30355,0,0,0,0
TRINITY_DN6400_c0_g1_i5,0,0,0,0,0,38.2759,0
TRINITY_DN6400_c0_g1_i6,0,38,6.32508,1,0,172.219,0
TRINITY_DN6400_c0_g1_i7,0,0,0,0,0,44.7773,0
TRINITY_DN6465_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN6465_c0_g1_i2,0,0,4.18483,0,0,37.961,0
TRINITY_DN6465_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN6465_c0_g1_i4,0,7.69383,28.8152,0,0,169.535,0
TRINITY_DN6465_c0_g1_i5,0,25.3062,0,292,0,6.50367,0
TRINITY_DN6465_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN6465_c0_g2_i2,0,0,0,30,0,0,0
TRINITY_DN6465_c0_g3_i1,0,0,0,0,0,1,0
TRINITY_DN6465_c0_g4_i1,0,0,0,0,0,0,0
TRINITY_DN6490_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN6490_c0_g1_i2,0,67,38.7474,931.975,0,489.652,0
TRINITY_DN6490_c0_g2_i1,0,0,8.25264,1.02506,0,160.348,0
TRINITY_DN6447_c0_g1_i1,0,0,3.11076,381.85,0,0,0
TRINITY_DN6447_c0_g1_i2,0,0,0,12.6664,0,199.758,0
TRINITY_DN6447_c0_g1_i3,0,0,0,8.31252,0,19.902,0
TRINITY_DN6447_c0_g1_i4,0,22,0,5.17087,0,770.267,0
TRINITY_DN6447_c0_g1_i5,0,0,167.337,0,0,1471.89,0
TRINITY_DN6447_c0_g1_i6,0,0,28.5523,0,0,18.1883,0
TRINITY_DN6428_c0_g1_i1,0,0,0,0,0,1,0
TRINITY_DN6428_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN6428_c1_g2_i1,0,0,0,0,0,0,0
TRINITY_DN6428_c1_g3_i1,0,0,0,0,0,0,0
TRINITY_DN6428_c1_g4_i1,0,0,0,0,0,0,0
TRINITY_DN6428_c1_g4_i2,0,0,0,0,0,0,0
TRINITY_DN6428_c1_g4_i3,0,0,0,0,0,0,0
TRINITY_DN6432_c0_g1_i1,0,0,26.0826,0,0,61.3583,0
TRINITY_DN6432_c0_g2_i1,0,56.6363,51.4157,0,0,843.494,0
TRINITY_DN6432_c0_g2_i2,0,39.3637,0,253.839,0,1366.29,0
TRINITY_DN6432_c0_g2_i3,0,0,37.0611,241.019,0,944.862,0
TRINITY_DN6432_c0_g2_i4,0,4.71E-06,107.523,2.02673e-07,0,836.976,0
TRINITY_DN6432_c0_g2_i5,0,4.71E-06,0,67.1413,0,84.3735,0
TRINITY_DN6432_c0_g3_i1,1,100,165.917,609,0,1613.64,1
TRINITY_DN6432_c0_g4_i1,0,0,0,0,0,130.265,0
TRINITY_DN6432_c0_g4_i2,0,0,87.4445,0,0,0,0
TRINITY_DN6432_c0_g4_i3,7,17,16.5555,68,0,1125.74,0
TRINITY_DN5513_c0_g1_i1,0,21,67,1918.85,0,1535,0
TRINITY_DN5513_c0_g2_i1,0,86.9227,0.0499796,273.967,0,2843.63,0
TRINITY_DN5513_c0_g2_i2,0,2.07731,196.95,2.03318,0,43.3744,0
TRINITY_DN5513_c0_g3_i1,0,0,8.41359,0,0,33.1118,0
TRINITY_DN5513_c0_g3_i2,0,28,16.5864,0,0,166.053,0
TRINITY_DN5513_c0_g3_i3,0,0,0,13.2748,0,0,0
TRINITY_DN5513_c0_g3_i4,0,0,0,0,0,8.83476,0
TRINITY_DN5513_c0_g4_i1,0,37,15,269.725,0,363.411,0
TRINITY_DN5513_c0_g4_i2,0,0,0,0,0,32.5894,0
TRINITY_DN5525_c0_g1_i1,0,0,7.51608,0,0,0,0
TRINITY_DN5525_c0_g1_i2,0,0,0,0,0,93.4798,0
TRINITY_DN5525_c0_g1_i3,0,0,18.5717,0,0,87.5971,0
TRINITY_DN5525_c0_g1_i4,3,146,185.912,43,0,4469.92,0
TRINITY_DN5525_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN5525_c0_g3_i1,0,0,0,0,0,1,0
TRINITY_DN5525_c0_g4_i1,0,0,2,0,0,1,0
TRINITY_DN5580_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5580_c0_g1_i2,0,0,0,0,0,28.8119,0
TRINITY_DN5580_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5580_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN5580_c0_g1_i5,0,0,0,0,0,42.1576,0
TRINITY_DN5580_c0_g1_i6,0,0,0,159,0,125.03,0
TRINITY_DN5580_c0_g1_i7,0,0,0,0,0,0,0
TRINITY_DN5580_c0_g1_i8,0,0,5,0,0,0,0
TRINITY_DN5595_c0_g1_i1,1,44,14.7035,125,0,522.143,0
TRINITY_DN5595_c0_g1_i2,0,0,12.2965,0,0,0,0
TRINITY_DN5595_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5595_c0_g1_i4,0,0,0,0,0,5.6546,0
TRINITY_DN5595_c0_g1_i5,0,0,0,0,0,0,0
TRINITY_DN5595_c0_g2_i1,0,0,0,0,0,2.08889,0
TRINITY_DN5595_c0_g3_i1,0,0,0,0,0,2.11342,0
TRINITY_DN5528_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5528_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN5528_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5528_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN5528_c0_g1_i5,0,0,2,0,0,9,0
TRINITY_DN5528_c0_g1_i6,0,0,0,0,0,0,0
TRINITY_DN5528_c0_g1_i7,0,0,0,0,0,0,0
TRINITY_DN5528_c0_g1_i8,0,0,0,0,0,0,0
TRINITY_DN5560_c0_g1_i1,0,0,0,0,0,159.742,0
TRINITY_DN5560_c0_g1_i2,1,1,2.81596,176.847,0,0.296274,0
TRINITY_DN5560_c0_g1_i3,0,0,52.2839,520.023,0,613.821,0
TRINITY_DN5560_c0_g1_i4,0,0,5.8074,0,0,0.00111672,0
TRINITY_DN5560_c0_g1_i5,0,0,0,0,0,0,0
TRINITY_DN5560_c0_g1_i6,0,24,0,0,0,8.63021,0
TRINITY_DN5560_c0_g1_i7,0,0,0,453.13,0,0,1
TRINITY_DN5560_c0_g1_i8,0,0,9.59931,0,0,71.3814,0
TRINITY_DN5560_c0_g1_i9,0,0,0,0,0,74.6573,0
TRINITY_DN5560_c0_g1_i10,0,0,0,0,0,0,0
TRINITY_DN5560_c0_g1_i11,0,0,7.42828,0,0,70.8224,0
TRINITY_DN5560_c0_g1_i12,0,0,0,0,0,16.9834,0
TRINITY_DN5560_c0_g1_i13,0,0,43.0479,1.31973e-08,0,639.585,0
TRINITY_DN5560_c0_g1_i14,0,0,1.00483,0,0,0.000173376,0
TRINITY_DN5560_c0_g1_i15,0,0,0,0,0,0.000183515,0
TRINITY_DN5560_c0_g1_i16,0,0,0.0124303,0,0,21.0793,0
TRINITY_DN5505_c0_g1_i1,0,30.2609,6.75547,0,0,83.7696,0
TRINITY_DN5505_c0_g2_i1,33.994,74.7391,140.915,730,0,1405.52,0
TRINITY_DN5505_c0_g2_i2,0.00600954,0,0,0,0,51.7136,0
TRINITY_DN5505_c0_g3_i1,0,0,1.32941,0,0,0,0
TRINITY_DN5562_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5562_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5562_c1_g2_i1,0,0,0,0,0,5,0
TRINITY_DN5562_c1_g3_i1,0,0,0,0,0,22.0733,0
TRINITY_DN5562_c1_g3_i2,0,0,0,0,0,3.92667,0
TRINITY_DN5562_c1_g4_i1,0,0,0,0,0,0,0
TRINITY_DN5562_c1_g5_i1,0,0,0,0,0,0,0
TRINITY_DN5562_c1_g6_i1,0,0,0,0,0,1,0
TRINITY_DN5562_c1_g7_i1,0,0,0,0,0,0,0
TRINITY_DN5523_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5523_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN5523_c1_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5523_c1_g2_i1,0,0,0,0,0,0,0
TRINITY_DN5523_c1_g3_i1,0,0,0,0,0,0,0
TRINITY_DN5523_c1_g4_i1,0,0,0,0,0,0,0
TRINITY_DN5523_c1_g5_i1,0,0,0,0,0,0,0
TRINITY_DN5574_c0_g1_i1,1,0,4,0,0,28,0
TRINITY_DN5574_c0_g2_i1,0,0,1,0,0,46,0
TRINITY_DN5529_c0_g1_i1,0,0,0,99,0,0,0
TRINITY_DN5529_c0_g2_i1,0,0,0,0,0,67,0
TRINITY_DN5529_c0_g2_i2,0,0,8,0,0,0,0
TRINITY_DN5529_c0_g3_i1,0,0,0,0,0,12,0
TRINITY_DN5529_c0_g3_i2,0,0,1,0,0,7,0
TRINITY_DN5529_c0_g3_i3,0,0,0,0,0,0,0
TRINITY_DN5564_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5564_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN5564_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5564_c0_g1_i4,0,0,0,0,0,1,0
TRINITY_DN5564_c0_g1_i5,0,0,0,0,0,0,0
TRINITY_DN5530_c0_g1_i1,0,0,9.54478,2,0,99.9334,0
TRINITY_DN5530_c0_g1_i2,0,0,3.45522,0,0,29.049,0
TRINITY_DN5559_c0_g1_i1,0,0,1,0,0,0,0
TRINITY_DN5559_c0_g1_i2,0,0,0,0,0,4.52473,0
TRINITY_DN5559_c0_g1_i3,0,0,0,0,0,10.8373,0
TRINITY_DN5559_c0_g1_i4,0,0,0,21.7149,0,7.91973,0
TRINITY_DN5559_c0_g1_i5,0,0,0,3.28506,0,17.7182,0
TRINITY_DN5559_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN5526_c0_g1_i1,0,4.15E-06,0,2.67094e-05,0,96.04,0
TRINITY_DN5526_c0_g1_i2,0,1.60E-05,0,0.000158444,0,1.52828,0
TRINITY_DN5526_c0_g1_i3,0,0.314462,0,72.9847,0,0.515467,0
TRINITY_DN5526_c0_g1_i4,0,0.685518,42,204.015,0,252.846,0
TRINITY_DN5526_c0_g1_i5,0,0,0,0,0,266.07,0
TRINITY_DN5586_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5586_c3_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5586_c3_g2_i1,0,0,0,0,0,0.0387487,0
TRINITY_DN5586_c3_g3_i1,0,0,1.19534,0,0,2.20741,0
TRINITY_DN5586_c3_g4_i1,0,0,0,0,0,0,0
TRINITY_DN5586_c3_g5_i1,0,0,0,0,0,0,0
TRINITY_DN5586_c3_g6_i1,0,0,0,0,0,0,0
TRINITY_DN5586_c3_g6_i2,0,0,0,0,0,0,0
TRINITY_DN5586_c3_g7_i1,0,0,0,0,0,0,0
TRINITY_DN5586_c3_g8_i1,0,0,0,0,0,0,0
TRINITY_DN5586_c3_g9_i1,0,0,0,0,0,0,0
TRINITY_DN5586_c3_g10_i1,0,0,0,0,0,1.7841,0
TRINITY_DN5586_c3_g11_i1,0,0,0,0,0,28.3678,0
TRINITY_DN5586_c3_g12_i1,0,0,1.80466,0,0,1.12755,0
TRINITY_DN5586_c3_g13_i1,0,0,0,0,0,0,0
TRINITY_DN5586_c3_g14_i1,0,0,0,0,0,1.72383,0
TRINITY_DN5586_c3_g15_i1,0,0,0,0,0,0,0
TRINITY_DN5586_c3_g16_i1,0,0,0,0,0,0,0
TRINITY_DN5524_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5524_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN5524_c0_g1_i3,0,9,13,0,0,215,0
TRINITY_DN5524_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN5524_c0_g2_i1,0,1,1,0,0,15,0
TRINITY_DN5572_c0_g1_i1,0,30,9.51647,0,0,53,0
TRINITY_DN5572_c0_g2_i1,0,0,2,0,0,8,0
TRINITY_DN5572_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN5572_c1_g1_i1,0,0,1,0,0,3,0
TRINITY_DN5572_c1_g2_i1,0,0,0,0,0,2.05301,0
TRINITY_DN5572_c1_g3_i1,0,0,0,0,0,0,0
TRINITY_DN5572_c1_g4_i1,0,0,0,0,0,0,0
TRINITY_DN5572_c1_g4_i2,0,0,0,0,0,0,0
TRINITY_DN5572_c1_g5_i1,0,0,0,0,0,0,0
TRINITY_DN5572_c2_g1_i1,0,0,0,0,0,10.1719,0
TRINITY_DN5537_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5537_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN5537_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN5537_c0_g4_i1,0,0,0,0,0,0,0
TRINITY_DN5537_c0_g4_i2,0,0,0,0,0,0,0
TRINITY_DN5537_c0_g5_i1,0,0,0,0,0,0,0
TRINITY_DN5555_c0_g1_i1,0,2,5,0,0,39,0
TRINITY_DN5555_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN5555_c0_g2_i1,0,2,0,0,0,21,0
TRINITY_DN5544_c0_g1_i1,0,32.2819,35,77.7997,0,285.647,0
TRINITY_DN5544_c0_g2_i1,0,0,6.95895,0,0,90.1773,0
TRINITY_DN5544_c0_g2_i2,0,0,0,0,0,13.7941,0
TRINITY_DN5544_c0_g2_i3,0,3,0,0,0,0,0
TRINITY_DN5544_c0_g2_i4,0,0,5.01742,0,0,3.42529,0
TRINITY_DN5544_c0_g2_i5,0,0,6.11044,0,0,3.53687,0
TRINITY_DN5544_c0_g2_i6,0,0,0,0,0,3.21865,0
TRINITY_DN5544_c0_g2_i7,0,0,10.6037,0,0,5.43537,0
TRINITY_DN5544_c0_g2_i8,0,0,14.3095,0,0,24.4125,0
TRINITY_DN5544_c0_g3_i1,0,78.7181,0,137.2,0,74.3526,0
TRINITY_DN5511_c0_g1_i1,0,0,0,0,0,25,0
TRINITY_DN5511_c0_g2_i1,0,0,1,0,0,34,0
TRINITY_DN5511_c0_g3_i1,0,0,2,1.08588,0,303,0
TRINITY_DN5585_c0_g1_i1,0,0,0,0,0,3,0
TRINITY_DN5585_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN5585_c0_g1_i3,0,0,1,0,0,2,0
TRINITY_DN5585_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN5585_c0_g2_i2,0,0,0,0,0,0,0
TRINITY_DN5585_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN5522_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5522_c0_g2_i1,8.18E-07,4.65E-05,6.31627e-06,8.13322e-06,0,1638,0
TRINITY_DN5522_c0_g2_i2,0,0,0,0,0,33.8497,0
TRINITY_DN5522_c0_g2_i3,0,0,0,0,1,355.219,0
TRINITY_DN5522_c0_g2_i4,0.999999,137,36,2694,0,1072.94,0
TRINITY_DN5568_c0_g1_i1,0,0,0,0,0,8,0
TRINITY_DN5568_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN5568_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN5568_c0_g4_i1,0,0,0,0,0,9.01612,0
TRINITY_DN5568_c0_g5_i1,0,0,0,0,0,4,0
TRINITY_DN5568_c0_g6_i1,0,0,0,0,0,0,0
TRINITY_DN5506_c0_g1_i1,0,0,5.34037,0,0,0,0
TRINITY_DN5506_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN5506_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5506_c0_g1_i4,0,0,0,0,0,8.65402,0
TRINITY_DN5506_c0_g1_i5,0,0,0,0,0,0,0
TRINITY_DN5506_c0_g1_i6,0,0,0,0,0,6.34598,0
TRINITY_DN5506_c0_g1_i7,0,0,0,0,0,0,0
TRINITY_DN5506_c0_g1_i8,0,0,0,0,0,0,0
TRINITY_DN5506_c0_g1_i9,0,0,3.65963,0,0,0,0
TRINITY_DN5506_c0_g1_i10,0,0,0,0,0,0,0
TRINITY_DN5506_c0_g1_i11,0,0,0,0,0,0,0
TRINITY_DN5546_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5546_c0_g1_i2,0,0,2.41796,31.4363,0,55.7705,0
TRINITY_DN5546_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5546_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN5546_c0_g1_i5,0,0,8.58204,2600.56,0,26.2295,0
TRINITY_DN5546_c0_g1_i6,0,0,0,0,0,0,0
TRINITY_DN5508_c0_g1_i1,0,12,7,154,0,245,0
TRINITY_DN5508_c0_g1_i2,0,6.53E-07,0,4.49901e-08,0,0,0
TRINITY_DN5558_c0_g1_i1,0,0,0,0,0,1.07197,0
TRINITY_DN5558_c0_g1_i2,0,0,2,0,0,0.608338,0
TRINITY_DN5558_c0_g1_i3,0,0,0,0,0,11.6507,0
TRINITY_DN5558_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN5558_c0_g1_i5,0,0,0,0,0,6.20228,0
TRINITY_DN5558_c0_g1_i6,0,0,0,0,0,2.46671,0
TRINITY_DN5535_c0_g1_i1,0,0,0,0,0,46,0
TRINITY_DN5535_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN5535_c0_g3_i1,0,0,0,0,0,6,0
TRINITY_DN5535_c0_g4_i1,0,0,1,0,0,0,0
TRINITY_DN5535_c1_g1_i1,0,0,0,0,0,0.269747,0
TRINITY_DN5535_c1_g1_i2,7.78E-06,0,0,0,0,23.0421,0
TRINITY_DN5535_c1_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5535_c1_g1_i4,1.99998,372,298.374,237.824,0,2970.44,0
TRINITY_DN5535_c1_g1_i5,0,0,0,0,0,0,0
TRINITY_DN5535_c1_g1_i6,9.83E-06,0,128.626,0,0,44.4462,0
TRINITY_DN5535_c1_g1_i7,0,0,0,79.1761,0,1901.81,0
TRINITY_DN5583_c0_g1_i1,0,0,0,0,0,9,0
TRINITY_DN5583_c0_g1_i2,0,0,0,0,0,7,0
TRINITY_DN5583_c0_g1_i3,0,0,0,0,0,7,0
TRINITY_DN5533_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5533_c0_g1_i2,0,0,3,0,0,20.8048,0
TRINITY_DN5533_c0_g1_i3,0,0,2,0,0,0,0
TRINITY_DN5533_c0_g1_i4,0,0,0,0,0,6.1952,0
TRINITY_DN5533_c0_g1_i5,0,0,0,0,0,0,0
TRINITY_DN5533_c0_g1_i6,0,0,0,0,0,0,0
TRINITY_DN5540_c0_g1_i1,0,0,10.0923,0,0,38.3407,0
TRINITY_DN5540_c0_g1_i2,0,0,0,2.56923,0,5.86204,0
TRINITY_DN5540_c0_g1_i3,0,0,1.26456,0,0,2.8237,0
TRINITY_DN5540_c0_g1_i4,0,0,0,0,0,1.54226,0
TRINITY_DN5540_c0_g1_i5,0,0,29.6554,94.615,0,279.298,0
TRINITY_DN5540_c0_g1_i6,0,0,0,0,0,91.224,0
TRINITY_DN5540_c0_g1_i7,0,0,0,7.98587,0,36.8341,0
TRINITY_DN5540_c0_g1_i8,0,0,4.71327,0,0,60.4446,0
TRINITY_DN5540_c0_g1_i9,0,18,6.59912,350.83,0,1695.63,0
TRINITY_DN5540_c0_g1_i10,0,0,27.6753,0,0,0,0
TRINITY_DN5536_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5536_c0_g1_i2,0,0,0,0,0,3.53034,0
TRINITY_DN5536_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5536_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN5536_c0_g1_i5,0,29,29,229,0,200.47,0
TRINITY_DN5536_c0_g1_i6,0,0,0,0,0,0,0
TRINITY_DN5536_c0_g1_i7,0,0,0,0,0,0,0
TRINITY_DN5576_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5576_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN5576_c0_g2_i2,0,0,0,0,0,0,0
TRINITY_DN5576_c0_g2_i3,0,0,0,0,0,0,0
TRINITY_DN5576_c0_g2_i4,0,0,7,0,0,0.0428107,0
TRINITY_DN5576_c0_g2_i5,0,61,0,0,0,0,0
TRINITY_DN5576_c0_g2_i6,0,0,0,0,0,95.9572,0
TRINITY_DN5532_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5532_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN5532_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN5503_c0_g1_i1,0,0,0,0,0,87.5409,0
TRINITY_DN5503_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN5503_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5503_c0_g1_i4,0,0,0,0,0,0,0
TRINITY_DN5503_c0_g1_i5,0,0.997343,0,28.9875,0,0,0
TRINITY_DN5503_c0_g1_i6,0,0,0,0,0,0,0
TRINITY_DN5503_c0_g1_i7,0,0,0,0,0,10.4591,0
TRINITY_DN5503_c0_g1_i8,0,0.00265729,0,0.0125153,0,0,0
TRINITY_DN5503_c0_g1_i9,0,0,0,0,0,0,0
TRINITY_DN5563_c0_g1_i1,0,0,17.2464,0,0,89.6836,0
TRINITY_DN5563_c0_g2_i1,0,0,0,0,0,0.0550986,0
TRINITY_DN5563_c0_g2_i2,0,0,2.41062,0,0,0.152724,0
TRINITY_DN5563_c0_g2_i3,0,0,0,0,0,6.76183,0
TRINITY_DN5563_c0_g2_i4,0,0,0,0,0,3.5271,0
TRINITY_DN5563_c0_g2_i5,0,0,0,0,0,0,0
TRINITY_DN5563_c0_g2_i6,0,0,0,0,0,0.881612,0
TRINITY_DN5563_c0_g2_i7,0,0,10.5894,0,0,2.02389,0
TRINITY_DN5563_c0_g2_i8,0,0,0,142,0,68.5977,0
TRINITY_DN5563_c0_g3_i1,0,0,28.7536,227,0,641.316,0
TRINITY_DN5531_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5531_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN5531_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5531_c0_g1_i4,0,0,6,0,0,2,0
TRINITY_DN5514_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5514_c0_g1_i2,0,0,0,0,0,0,0
TRINITY_DN5514_c0_g1_i3,0,0,0,0,0,17.2343,0
TRINITY_DN5514_c0_g1_i4,0,0,5.71959,0,0,26.6435,0
TRINITY_DN5514_c0_g1_i5,0,0,4.28041,0,0,13.1222,0
TRINITY_DN5514_c0_g1_i6,0,0,0,0,0,0,0
TRINITY_DN5514_c0_g1_i7,0,0,0,0,0,0,0
TRINITY_DN5509_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5509_c0_g2_i1,0,0,0,0,0,2,0
TRINITY_DN5509_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN5512_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5512_c0_g2_i1,0,0,0,0,0,0,0
TRINITY_DN5512_c0_g3_i1,0,0,0,35.5363,0,4.17146,0
TRINITY_DN5512_c0_g4_i1,0,0,0,0,0,0,0
TRINITY_DN5512_c0_g5_i1,0,0,0,0,0,0,0
TRINITY_DN5512_c0_g6_i1,0,0,0,0,0,3.06442,0
TRINITY_DN5512_c0_g7_i1,0,0,0,0,0,0,0
TRINITY_DN5512_c0_g8_i1,3.5749,0,0,0,0,0,0
TRINITY_DN5512_c0_g9_i1,3.8502,172.555,174.844,1168.46,0,1649.29,0
TRINITY_DN5512_c0_g9_i2,0,0,0,0,0,19.2477,0
TRINITY_DN5512_c0_g9_i3,0,0,8.25547,0,0,0,0
TRINITY_DN5512_c0_g9_i4,0,202.445,2.90074,0,0,262.23,0
TRINITY_DN5512_c0_g10_i1,0,0,0,0,0,0,0
TRINITY_DN5512_c0_g11_i1,0,0,0,0,0,0,0
TRINITY_DN5512_c0_g12_i1,3.5749,0,0,0,0,0,0
TRINITY_DN5557_c0_g1_i1,0,0,31.1221,0,0,313.345,0
TRINITY_DN5557_c0_g1_i2,0,53.1914,18.8779,0,0,46.7889,0
TRINITY_DN5557_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5557_c0_g1_i4,0,0,0,0,0,10.2002,0
TRINITY_DN5557_c0_g1_i5,0,0,0,0,0,0,0
TRINITY_DN5557_c0_g1_i6,0,0,0,319,0,0,0
TRINITY_DN5557_c0_g1_i7,0,0,0,0,0,1.66621,0
TRINITY_DN5557_c0_g1_i8,0,0,0,0,0,0,0
TRINITY_DN5557_c0_g2_i1,0,21.8086,0,0,0,0,0
TRINITY_DN5550_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5550_c0_g1_i2,0,0,2,0,0,47,0
TRINITY_DN5550_c0_g2_i1,0,0,0,0,0,7,0
TRINITY_DN5587_c0_g1_i1,0,0,13,4,0,91,0
TRINITY_DN5587_c0_g2_i1,0,0,5,0,0,83.5444,0
TRINITY_DN5587_c0_g2_i2,0,0,0,0,0,1.88197,0
TRINITY_DN5547_c0_g1_i1,0,58,59.7817,3946.81,0,5552.9,1
TRINITY_DN5547_c0_g1_i2,0,0,5.21832,0,0,26.1972,0
TRINITY_DN5547_c0_g1_i3,0,0,0,0,0,0,0
TRINITY_DN5547_c0_g1_i4,0,0,0,39.1875,0,14.8991,0
TRINITY_DN5542_c0_g1_i1,0,0,0,0,0,0,0
TRINITY_DN5542_c0_g2_i1,0,50,24,1032,0,894.646,0
TRINITY_DN5542_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN5542_c0_g3_i2,0,0,9.45758e-05,0,0,48.3544,0
TRINITY_DN5542_c0_g3_i3,0,0,1.99991,0,0,0,0
TRINITY_DN5589_c0_g1_i1,0,0,0,0,0,15,0
TRINITY_DN5589_c0_g2_i1,0,0,0,0,0,2.08189,0
TRINITY_DN5589_c0_g2_i2,0,0,0,0,0,0,0
TRINITY_DN5589_c0_g2_i3,0,0,0,0,0,0,0
TRINITY_DN5589_c0_g2_i4,0,3,0,10,0,0.91811,0
TRINITY_DN5589_c0_g2_i5,0,0,0,0,0,0,0
TRINITY_DN5589_c0_g3_i1,0,0,0,0,0,0,0
TRINITY_DN5575_c0_g1_i1,0,0,0,0,0,22.0921,0
